0,0.28,"[[-0.00818071]
 [ 0.65596302]]",0.28,0.035,0.14,0.25
1,0.91,"[[0.06857661]
 [0.38964824]]",0.91,0.065,0.22499999999999998,0.2888888888888889
2,2.17,"[[-0.90320904]
 [-0.89834575]]",2.17,0.09041666666666666,0.2411111111111111,0.37499999999999994
3,0.08,"[[-0.0886986 ]
 [-0.04179449]]",0.08,0.04,0.08,0.5
4,1.9799999999999998,"[[-0.69943936]
 [-0.5788197 ]]",1.9799999999999998,0.08249999999999999,0.24625000000000002,0.33502538071065985
5,0.58,"[[-0.18632857]
 [ 0.59924029]]",0.58,0.057999999999999996,0.19000000000000003,0.3052631578947368
6,1.7999999999999996,"[[0.6090677 ]
 [0.30967939]]",1.7999999999999996,0.07499999999999998,0.22375,0.3351955307262569
7,1.8699999999999999,"[[-0.48600607]
 [-0.41308585]]",1.8699999999999999,0.0935,0.26571428571428574,0.3518817204301075
8,0.21000000000000002,"[[-0.00265301]
 [ 0.32196496]]",0.21000000000000002,0.035,0.105,0.33333333333333337
9,0.27,"[[ 0.01504364]
 [-0.65413266]]",0.27,0.03375,0.135,0.25
10,0.29000000000000004,"[[ 0.0401563 ]
 [-0.87159115]]",0.29000000000000004,0.036250000000000004,0.14500000000000002,0.25
11,1.1199999999999999,"[[0.24317414]
 [0.01374958]]",1.1199999999999999,0.09333333333333332,0.22199999999999998,0.42042042042042044
12,2.33,"[[-0.91489612]
 [-0.72645761]]",2.33,0.09708333333333334,0.2588888888888889,0.375
13,2.1299999999999994,"[[0.78196313]
 [0.60897503]]",2.1299999999999994,0.0819230769230769,0.23555555555555557,0.34778664731494907
14,1.9099999999999997,"[[ 0.77323602]
 [-0.53446608]]",1.9099999999999997,0.09549999999999999,0.23750000000000002,0.40210526315789463
15,1.82,"[[-0.59519547]
 [-0.82568334]]",1.82,0.091,0.455,0.19999999999999998
16,2.15,"[[0.74696947]
 [0.79635388]]",2.15,0.08958333333333333,0.3057142857142857,0.29302959501557635
17,0.75,"[[-0.05393303]
 [-0.4888057 ]]",0.75,0.0625,0.18499999999999997,0.3378378378378379
18,1.01,"[[0.15031048]
 [0.32056845]]",1.01,0.07214285714285715,0.25,0.2885714285714286
19,1.43,"[[0.24864721]
 [0.79643763]]",1.43,0.0715,0.355,0.20140845070422533
20,0.9600000000000001,"[[ 0.23707992]
 [-0.44479069]]",0.9600000000000001,0.096,0.24,0.4
21,2.15,"[[ 0.91232843]
 [-0.33830213]]",2.15,0.09772727272727272,0.23777777777777778,0.41100254885301607
22,1.3699999999999999,"[[ 0.35389603]
 [-0.5891192 ]]",1.3699999999999999,0.09785714285714285,0.22666666666666668,0.4317226890756302
23,1.61,"[[ 0.49604562]
 [-0.6150794 ]]",1.61,0.115,0.27,0.42592592592592593
24,1.91,"[[-0.76557361]
 [ 0.40197201]]",1.91,0.0955,0.23750000000000002,0.4021052631578947
25,2.11,"[[-0.89752557]
 [ 0.79040938]]",2.11,0.1055,0.2625,0.4019047619047619
26,2.1599999999999997,"[[ 0.97684134]
 [-0.48861066]]",2.1599999999999997,0.09818181818181816,0.23888888888888893,0.41099365750528527
27,1.4799999999999998,"[[ 0.86825327]
 [-0.95152192]]",1.4799999999999998,0.09249999999999999,0.49,0.1887755102040816
28,1.95,"[[-0.64722891]
 [-0.27854355]]",1.95,0.08863636363636364,0.2425,0.36551077788191194
29,1.7,"[[-0.67763103]
 [ 0.71702855]]",1.7,0.10625,0.2816666666666667,0.3772189349112426
30,2.06,"[[ 0.90694203]
 [-0.81257131]]",2.06,0.10300000000000001,0.2575,0.4
31,2.33,"[[0.97463557]
 [0.26236901]]",2.33,0.1165,0.25888888888888884,0.4500000000000001
32,0.25,"[[ 0.07053948]
 [-0.14925419]]",0.25,0.0625,0.125,0.5
